timestamp,device_id,name,T_i,H_i,T_e,H_e,ble_sps_T,ble_sps_H,ble_tb2_T,ble_tb2_H,light,exhaust,circulation
1777485657.7895522,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777485717.831281,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.11,50.96,25.06,50.84,22.17,58.37,21.8125,55.9375,78,8,76
1777485717.831281,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777485717.831281,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777485717.831281,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777485717.831281,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777485777.851258,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.04,50.93,25.0,50.76,22.11,58.16,21.875,55.9375,78,26,37
1777485777.851258,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777485777.851258,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777485777.851258,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777485777.851258,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777485837.9027698,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.0,50.94,24.94,50.81,22.11,58.16,21.875,55.875,78,22,18
1777485837.9027698,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777485837.9027698,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777485837.9027698,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777485837.9027698,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777485897.9238641,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.99,51.12,24.93,51.0,21.99,58.44,21.875,55.9375,78,2,53
1777485897.9238641,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777485897.9238641,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777485897.9238641,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777485897.9238641,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777485957.991276,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,51.05,25.03,50.95,22.12,58.64,21.875,55.9375,78,3,91
1777485957.991276,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777485957.991276,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777485957.991276,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777485957.991276,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486017.987927,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,50.91,25.07,50.78,22.17,58.37,21.8125,55.875,78,4,83
1777486017.987927,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486017.987927,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486017.987927,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486017.987927,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486078.082187,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.1,50.85,25.1,50.61,22.21,58.57,21.875,55.9375,78,27,41
1777486078.082187,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486078.082187,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486078.082187,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486078.082187,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486138.2375581,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.04,50.83,25.02,50.55,22.11,57.94,21.8125,55.9375,78,26,14
1777486138.2375581,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486138.2375581,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486138.2375581,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486138.2375581,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486198.28558,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,50.95,24.9,50.92,22.17,58.35,21.8125,55.875,78,7,28
1777486198.28558,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486198.28558,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486198.28558,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486198.28558,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486258.365342,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,51.01,25.06,51.01,22.0,58.49,21.8125,55.9375,78,4,86
1777486258.365342,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486258.365342,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486258.365342,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486258.365342,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486318.3879108,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.04,51.04,25.06,50.82,22.11,58.43,21.875,56.0625,0,2,82
1777486318.3879108,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486318.3879108,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486318.3879108,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486318.3879108,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486378.407525,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.96,51.17,24.91,50.91,22.17,59.01,21.875,55.9375,78,2,19
1777486378.407525,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486378.407525,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486378.407525,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486378.407525,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486438.4681861,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.83,51.24,24.8,51.07,22.19,58.47,21.8125,55.6875,78,1,49
1777486438.4681861,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486438.4681861,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486438.4681861,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486438.4681861,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486498.533108,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.96,51.19,24.9,51.07,22.22,57.29,21.8125,55.625,78,2,14
1777486498.533108,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486498.533108,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486498.533108,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486498.533108,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486558.6225212,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,50.81,25.04,50.63,22.11,58.28,21.8125,55.625,78,3,61
1777486558.6225212,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486558.6225212,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486558.6225212,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486558.6225212,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486618.630566,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,50.8,25.07,50.59,22.04,58.06,21.8125,55.75,78,4,96
1777486618.630566,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486618.630566,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486618.630566,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486618.630566,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486678.708308,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.1,50.86,25.03,50.66,22.04,58.25,21.8125,55.75,78,14,91
1777486678.708308,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486678.708308,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486678.708308,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486678.708308,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486738.752643,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.07,50.66,25.02,50.48,21.98,58.16,21.8125,55.8125,78,32,48
1777486738.752643,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486738.752643,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486738.752643,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486738.752643,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486798.8137548,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.99,50.72,24.93,50.62,22.11,58.27,21.8125,55.875,78,30,14
1777486798.8137548,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486798.8137548,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486798.8137548,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486798.8137548,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486858.864497,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.0,51.03,25.0,50.83,22.1,58.27,21.8125,55.9375,78,12,46
1777486858.864497,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486858.864497,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486858.864497,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486858.864497,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486918.934251,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.07,50.68,25.04,50.44,21.99,58.16,21.8125,55.8125,78,13,89
1777486918.934251,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486918.934251,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486918.934251,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486918.934251,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777486978.9565508,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,50.23,25.06,50.15,22.17,57.51,21.8125,55.5,78,15,98
1777486978.9565508,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777486978.9565508,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777486978.9565508,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777486978.9565508,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487039.042428,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,50.23,25.02,50.03,22.11,57.35,21.8125,55.4375,78,32,62
1777487039.042428,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487039.042428,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487039.042428,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487039.042428,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487099.134857,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.96,50.29,24.91,50.21,22.17,57.58,21.8125,55.4375,78,25,22
1777487099.134857,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487099.134857,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487099.134857,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487099.134857,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487159.243979,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,50.36,24.94,50.24,22.11,57.18,21.8125,55.375,78,4,19
1777487159.243979,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487159.243979,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487159.243979,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487159.243979,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487219.251194,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.07,50.49,25.02,50.26,21.98,57.6,21.8125,55.4375,78,3,61
1777487219.251194,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487219.251194,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487219.251194,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487219.251194,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487279.3225431,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.07,50.63,25.07,50.34,22.0,58.03,21.8125,55.625,78,4,96
1777487279.3225431,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487279.3225431,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487279.3225431,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487279.3225431,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487339.39109,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.1,50.66,25.1,50.51,22.11,58.21,21.8125,55.75,78,19,74
1777487339.39109,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487339.39109,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487339.39109,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487339.39109,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487399.4590862,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.02,50.79,25.04,50.55,21.98,58.45,21.8125,55.8125,78,32,31
1777487399.4590862,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487399.4590862,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487399.4590862,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487399.4590862,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487459.498465,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,24.99,51.02,24.94,50.9,22.11,58.67,21.875,55.875,78,21,14
1777487459.498465,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487459.498465,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487459.498465,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487459.498465,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487519.554293,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.04,51.04,24.94,50.92,21.99,58.61,21.8125,55.9375,78,4,44
1777487519.554293,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487519.554293,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487519.554293,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487519.554293,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487579.649805,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.1,51.0,25.03,50.89,22.11,58.64,21.8125,56.0,78,3,97
1777487579.649805,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487579.649805,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487579.649805,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487579.649805,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487639.7349288,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.11,50.93,25.07,50.75,22.11,58.87,21.8125,56.0625,78,4,88
1777487639.7349288,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487639.7349288,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487639.7349288,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487639.7349288,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487699.8185291,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.16,50.9,25.07,50.73,21.85,58.81,21.8125,56.0625,78,23,44
1777487699.8185291,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487699.8185291,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487699.8185291,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487699.8185291,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487759.8486998,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.13,50.97,25.07,50.89,21.98,58.63,21.8125,56.125,78,32,14
1777487759.8486998,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487759.8486998,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487759.8486998,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487759.8486998,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487819.8651462,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.03,51.25,24.96,51.01,21.98,58.99,21.875,56.25,78,31,28
1777487819.8651462,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487819.8651462,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487819.8651462,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487819.8651462,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487879.932408,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.03,51.26,24.88,51.3,22.2,59.15,21.875,56.25,78,9,87
1777487879.932408,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487879.932408,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487879.932408,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487879.932408,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487939.9518,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.1,51.13,25.07,51.02,22.21,59.12,21.8125,56.3125,78,6,99
1777487939.9518,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487939.9518,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487939.9518,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487939.9518,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777487999.99936,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.11,51.1,25.11,51.08,21.98,59.17,21.8125,56.3125,78,6,70
1777487999.99936,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777487999.99936,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777487999.99936,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777487999.99936,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488060.0907168,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.14,51.17,25.1,50.87,22.0,58.77,21.8125,56.3125,78,22,29
1777488060.0907168,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488060.0907168,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488060.0907168,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488060.0907168,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488120.127577,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.11,51.22,25.06,51.19,22.11,58.86,21.875,56.375,78,32,22
1777488120.127577,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488120.127577,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488120.127577,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488120.127577,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488180.228839,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,51.36,25.0,51.25,21.95,58.84,21.875,56.4375,78,31,62
1777488180.228839,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488180.228839,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488180.228839,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488180.228839,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488240.265783,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.04,51.43,24.96,51.36,22.11,58.89,21.8125,56.5,78,26,97
1777488240.265783,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488240.265783,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488240.265783,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488240.265783,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488300.2821581,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.06,51.57,24.96,51.46,22.0,59.06,21.875,56.5,78,13,89
1777488300.2821581,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488300.2821581,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488300.2821581,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488300.2821581,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488360.406825,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.11,51.34,25.06,51.34,21.99,59.07,21.875,56.5,77,14,26
1777488360.406825,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488360.406825,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
1777488360.406825,E82776C8-C1D0-6A0D-2010-D5E80EFD3B21,TP351S (987A),,,,,,,,,,,
1777488360.406825,C898B4F2-B452-7502-1A67-0536E77D49EA,sps,,,,,,,,,,,
1777488420.4906251,E697B52A-2E7F-D41E-BC4D-2D027CB38D0B,LGS_Sensor_New,25.16,51.33,25.13,51.11,22.17,59.09,21.875,56.5,76,17,15
1777488420.4906251,827482CC-A977-43D7-835E-8E8B6978E66A,LGS_Sensor,,,,,,,,,,,
1777488420.4906251,FABCEA8B-7EC8-2594-4879-2B3B63989660,ThermoBeacon2,,,,,,,,,,,
